자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
중촌초 건너편,무인대여소,,대전광역시 중구 중촌동 88,36.340677,127.410626,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대덕연구단지 전자통신연구원,무인대여소,,대전광역시 유성구 가정동 161,36.383768,127.367154,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
연구단지네거리,무인대여소,,대전광역시 유성구 도룡동 393-2,36.385478,127.376913,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
연구단지운동장 건너편,무인대여소,,대전광역시 유성구 신성동 118-40,36.385521,127.353928,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
연구단지 KT_G 건너편,무인대여소,,대전광역시 유성구 신성동 153,36.384711,127.348674,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
송강체육관 앞,무인대여소,,대전광역시 유성구 송강동 200-2,36.431581,127.387341,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
송강초등학교 앞,무인대여소,,대전광역시 유성구 송강동 199,36.433066,127.384111,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
관평동 롯데마트,무인대여소,,대전광역시 유성구 관평동 866,36.427714,127.387394,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
관평동 배울네거리,무인대여소,,대전광역시 유성구 관평동 912,36.421911,127.387591,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
센트럴파크 105동 앞,무인대여소,,대전광역시 중구 문화동 284-168번지,36.316476,127.407345,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
원동 사거리,무인대여소,,대전광역시 동구 원동 36-1,36.326922,127.434912,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,9,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
성남 사거리,무인대여소,,대전광역시 동구 성남동 50-1,36.341011,127.435647,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
삼성 사거리,무인대여소,,대전광역시 동구 삼성동 112-1,36.336377,127.430264,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전고 오거리,무인대여소,,대전광역시 중구 대흥동 320-2,36.322841,127.424127,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대흥 사거리,무인대여소,,대전광역시 중구 대흥동 173-5,36.323611,127.428648,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
부사 사거리,무인대여소,,대전광역시 중구 부사동 129-5,36.313281,127.434005,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
무지개 아파트,무인대여소,,대전광역시 서구 월평동 298,36.357935,127.377081,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
가수원 우체국,무인대여소,,대전광역시 서구 가수원동 764-11,36.304949,127.352992,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
건양대 사거리,무인대여소,,대전광역시 서구 관저동 999,36.302355,127.339827,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
관저2 주민센터,무인대여소,,대전광역시 서구 관저동 1104,36.299311,127.334978,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
관저1 주민센터,무인대여소,,대전광역시 서구 관저동 999-3,36.303811,127.337174,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
노은역,무인대여소,,대전광역시 유성구 노은동 901-5번지선,36.374368,127.317981,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
반석역,무인대여소,,대전광역시 유성구 반석동 694번지선,36.391242,127.314932,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
전민동 주민센터 건너편,무인대여소,,대전광역시 유성구 전민동 304-5번지선,36.399535,127.401538,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
인동 사거리,무인대여소,,대전광역시 동구 인동 116-18,36.321929,127.437948,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
전민동 엑스포4단지 건너편,무인대여소,,대전광역시 유성구 전민동 385-8번지선,36.396557,127.404773,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한밭대입구,무인대여소,,대전광역시 유성구 덕명동 16-1,36.349941,127.297135,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
현충원역,무인대여소,,대전광역시 유성구 구암동 424-67,36.359526,127.320935,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
오정우체국,무인대여소,,대전광역시 대덕구 오정동 432-4,36.352567,127.415543,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
비래동 산림조합,무인대여소,,대전광역시 대덕구 비래동 123-7,36.355131,127.446021,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한밭수목원-2,무인대여소,,대전광역시 서구 만년동 396,36.368911,127.388403,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,20,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
양우건설 내안애,무인대여소,,대전광역시 유성구 원신흥동 485,36.344262,127.347305,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
구봉초교 건너,무인대여소,,대전광역시 서구 관저동 1147,36.298766,127.329552,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
원내동 샘물타운,무인대여소,,대전광역시 유성구 원내동 394,36.299757,127.320351,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
교촌동 제이파크,무인대여소,,대전광역시 유성구 교촌동 617,36.303758,127.318463,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
인동 제2치수교,무인대여소,,대전광역시 동구 신흥동 212,36.321234,127.444964,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
보문산5가,무인대여소,,대전광역시 중구 대사동 118-9,36.317631,127.425722,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
석교동주민센터,무인대여소,,대전광역시 중구 석교동 12-7,36.309688,127.441991,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
호동우체국 건너편,무인대여소,,대전광역시 중구 호동 10-14,36.304773,127.449311,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,10,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
한밭도서관,무인대여소,,대전광역시 중구 문화1동 145-,36.310181,127.408276,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대덕구 평생학습원,무인대여소,,대전광역시 대덕구 읍내동 324-5,36.374111,127.420302,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
구 농도원4가,무인대여소,,대전광역시 서구 도마1동 65-56,36.320184,127.377671,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
도마4가,무인대여소,,대전광역시 서구 도마2동 172-13,36.313811,127.379636,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
노은1주민센터,무인대여소,,대전광역시 유성구 노은동 546,36.368231,127.318006,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
지족역,무인대여소,,대전광역시 유성구 지족동 901-5,36.383723,127.320175,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
노은3주민센터,무인대여소,,대전광역시 유성구 지족동 1024-2,36.386848,127.308372,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
도안초교,무인대여소,,대전광역시 서구 도안동 579-1,36.320531,127.344013,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,11,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
죽동 금성백조,무인대여소,,대전광역시 유성구 죽동 113-4,36.368808,127.336889,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대별3가(낭월오투그란데앞),무인대여소,,대전광역시 동구 낭월동215-2,36.285012,127.465722,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대성3가,무인대여소,,대전광역시 동구 대성동200-4,36.294851,127.460853,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,14,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대전대후문,무인대여소,,대전광역시 동구 용운동631,36.335207,127.456495,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
가양초등학교,무인대여소,,대전광역시 동구 가양동288-6,36.343527,127.442254,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
회덕농협건너편,무인대여소,,대전광역시 대덕구 읍내동573-4,36.378989,127.426781,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
동부평생교육원,무인대여소,,대전광역시 대덕구 법동440-1,36.374369,127.428083,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
읍내동우편취급국,무인대여소,,대전광역시 대덕구 읍내동251-5,36.378451,127.421321,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,12,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
석봉문화센터,무인대여소,,대전광역시 대덕구 석봉동184-1,36.447408,127.426423,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,15,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
대덕구보건소4가,무인대여소,,대전광역시 대덕구 덕암동12-1,36.444066,127.425524,05:00,24:00,"연중무휴(설, 추석 당일 2일 제외)",유료,,13,,N,,N,042-610-1824,대전광역시시설관리공단,2018-02-21,B551297,대전광역시시설관리공단,
